ID,Genero,Casado,Edad,Graduado,Profesion,Experiencia laboral,Gastoscore,Family_Size,anno_nacimiento,Generacion,Ingresos anuales brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente
CLI9853,1,0,32,1,5,1,1,4,1992,3,21545,40,1.353,30,1,239
CLI9854,1,1,66,1,7,0,2,3,1958,1,23264,8,0.779,30,0,218
CLI9855,1,1,79,1,2,0,0,2,1945,0,114925,28,1.248,50,1,371
CLI9856,1,1,63,1,5,0,1,1,1961,1,45321,6,1.619,50,1,277
CLI9857,1,1,52,1,2,0,0,4,1972,1,97171,22,1.248,80,0,77
CLI9858,1,1,43,0,7,0,2,2,1981,3,21081,8,1.307,30,0,329
CLI9859,1,1,68,1,0,0,0,2,1956,1,90432,15,0.955,50,0,214
CLI9860,0,1,89,1,8,0,1,1,1935,0,26476,48,15.215,30,0,332
CLI9861,1,1,72,0,2,0,2,2,1952,1,118405,20,0.7,120,0,565
CLI9862,1,0,52,0,8,0,1,2,1972,1,106132,42,1.639,120,0,236
CLI9863,0,1,44,1,0,0,2,2,1980,1,22206,6,0.686,30,1,196
CLI9864,0,1,95,0,8,0,0,2,1929,0,22516,39,1.052,30,0,245
CLI9865,1,1,74,1,8,0,0,2,1950,1,85246,11,1.424,50,0,264
CLI9866,0,1,50,1,0,0,2,5,1974,1,122860,8,1.013,200,1,361
CLI9867,0,0,30,1,3,2,1,4,1994,3,31143,10,1.123,30,0,565
CLI9868,0,0,35,1,0,1,1,1,1989,3,21694,47,0.755,30,0,467
CLI9869,0,1,45,1,0,0,2,2,1979,1,65926,23,2.066,50,0,488
CLI9870,0,1,30,1,3,2,2,2,1994,3,26928,38,0.732,30,1,193
CLI9871,0,1,64,0,0,0,2,3,1960,1,29227,20,1.541,30,1,295
CLI9872,0,1,67,1,7,0,2,5,1957,1,112416,26,1.482,30,1,329
CLI9873,1,1,57,1,0,0,2,2,1967,1,22431,49,1.6,30,1,216
CLI9874,1,0,28,1,5,2,1,1,1996,3,28533,34,1.719,30,1,238
CLI9875,1,0,36,1,3,1,1,3,1988,3,21184,4,1.974,30,1,237
CLI9876,1,0,34,0,0,1,1,1,1990,3,27547,31,0.709,30,0,595
CLI9877,1,0,41,1,7,1,1,1,1983,3,84538,25,0.939,50,0,397
CLI9878,1,1,42,1,0,0,2,2,1982,3,50398,47,0.985,50,0,504
CLI9879,1,1,89,1,8,0,1,1,1935,0,28866,23,1.033,30,0,570
CLI9880,1,1,67,1,2,0,0,3,1957,1,116091,38,0.818,80,1,154
CLI9881,1,0,22,0,3,2,1,3,2002,2,16263,3,2.754,30,0,142
CLI9882,0,1,53,1,0,0,0,4,1971,1,110560,33,1.267,80,0,416
CLI9883,0,1,47,1,0,0,2,2,1977,1,71165,3,0.876,50,0,600
CLI9884,0,0,24,0,1,2,1,4,2000,2,13572,48,2.927,30,0,114
CLI9885,0,1,69,1,0,0,2,4,1955,1,65151,43,0.779,80,0,186
CLI9886,0,0,28,1,3,2,1,1,1996,3,26869,4,1.685,30,0,107
CLI9887,0,0,80,1,8,0,1,1,1944,0,127262,9,1.717,50,1,125
CLI9888,0,1,47,0,0,0,2,4,1977,1,82702,43,1.013,30,0,302
CLI9889,0,1,43,0,5,0,2,4,1981,3,50243,45,0.939,30,1,397
CLI9890,0,1,54,1,0,0,2,4,1970,1,118124,9,0.7,80,0,483
CLI9891,0,1,91,1,8,0,0,2,1933,0,55146,8,0.681,50,1,216
CLI9892,1,0,24,0,3,2,1,6,2000,2,13008,6,2.547,30,0,105
CLI9893,0,0,34,1,0,1,1,2,1990,3,30252,49,1.997,30,0,479
CLI9894,0,1,66,1,0,0,0,4,1958,1,51452,35,0.564,30,0,515
CLI9895,1,1,46,1,7,0,2,4,1978,1,59063,12,1.306,80,0,188
CLI9896,1,0,28,0,7,2,1,4,1996,3,27171,25,2.133,30,0,498
CLI9897,1,0,32,1,3,1,1,3,1992,3,30370,17,1.813,30,0,291
CLI9898,1,1,32,1,3,1,1,2,1992,3,22845,25,1.031,30,1,255
CLI9899,1,1,43,1,7,0,2,2,1981,3,46856,12,1.445,50,0,276
CLI9900,1,1,36,0,4,1,1,1,1988,3,22874,24,2.043,30,1,230
CLI9901,1,1,39,1,2,1,0,4,1985,3,23696,48,1.882,30,0,557
CLI9902,1,1,42,0,7,0,1,3,1982,3,64977,43,1.974,30,1,397
CLI9903,1,1,65,1,0,0,0,2,1959,1,22798,3,0.759,30,0,551
CLI9904,1,1,74,0,0,0,2,2,1950,1,92430,8,0.974,120,1,211
CLI9905,1,1,50,1,0,0,1,1,1974,1,23805,37,1.717,30,1,221
CLI9906,1,1,77,1,8,0,0,2,1947,1,54008,46,0.74,50,1,182
CLI9907,1,0,21,0,3,2,1,4,2003,2,12678,44,1.443,30,0,346
CLI9908,0,0,25,0,3,2,1,4,1999,2,26835,42,2.892,30,0,235
CLI9909,1,0,24,0,3,2,1,4,2000,2,17791,3,1.547,30,0,297
CLI9910,0,0,25,1,3,2,1,4,1999,2,26146,47,2.064,30,1,371
CLI9911,1,1,88,0,2,0,1,1,1936,0,84921,36,1.091,120,0,165
CLI9912,1,1,44,0,4,0,2,5,1980,1,50191,38,2.02,30,0,548
CLI9913,1,0,40,1,0,1,1,1,1984,3,121176,0,2.02,50,1,372
CLI9914,0,1,34,0,4,1,1,4,1990,3,29157,2,0.824,30,0,537
CLI9915,0,1,22,0,4,2,1,2,2002,2,23126,31,1.995,30,0,491
CLI9916,1,1,34,1,2,1,0,2,1990,3,25397,38,1.675,30,0,304
CLI9917,1,1,55,1,2,0,0,5,1969,1,119774,28,0.759,30,0,407
CLI9918,1,1,74,0,8,0,1,2,1950,1,89672,40,0.622,120,1,255
CLI9919,0,1,47,1,5,0,2,1,1977,1,121746,45,1.619,50,0,484
CLI9920,0,1,94,1,8,0,0,3,1930,0,81791,22,1.541,80,0,200
CLI9921,0,1,72,1,0,0,2,3,1952,1,89681,31,0.759,80,0,71
CLI9922,1,1,78,0,2,0,2,4,1946,1,34054,19,1.443,30,0,86
CLI9923,0,0,22,0,3,2,1,6,2002,2,20829,40,1.754,30,0,544
CLI9924,1,0,22,0,3,2,1,5,2002,2,15248,9,2.03,30,1,229
CLI9925,1,1,96,1,0,0,1,1,1928,0,97657,40,1.502,50,0,400
CLI9926,0,1,41,1,0,1,1,2,1983,3,93433,47,1.1,50,1,307
CLI9927,1,1,65,0,7,0,2,2,1959,1,36827,2,1.6,30,0,589
CLI9928,0,0,32,1,0,1,1,4,1992,3,25046,21,2.02,30,0,579
CLI9929,1,1,94,1,2,0,0,2,1930,0,76796,16,11.305,50,0,488
CLI9930,0,1,79,1,8,0,0,2,1945,0,110305,37,0.955,50,0,401
CLI9931,0,0,46,1,0,0,1,1,1978,1,118705,27,1.502,50,0,428
CLI9932,0,1,50,1,0,0,2,2,1974,1,56243,14,11.305,50,0,497
CLI9933,1,1,65,1,7,0,2,4,1959,1,47912,12,1.737,30,0,279
CLI9934,1,0,21,0,5,2,1,5,2003,2,13007,10,1.512,30,1,335
CLI9935,0,1,52,1,0,0,2,3,1972,1,94759,44,1.697,80,1,395
CLI9936,0,1,80,1,0,0,0,2,1944,0,60597,31,1.287,50,1,224
CLI9937,0,1,46,0,0,0,1,1,1978,1,124125,6,1.209,120,0,361
CLI9938,0,0,41,1,5,1,1,5,1983,3,88073,49,1.192,30,0,409
CLI9939,0,0,42,1,0,0,1,1,1982,3,61513,18,1.652,50,0,233
CLI9940,0,0,45,1,0,0,1,1,1979,1,85985,28,1.537,50,0,215
CLI9941,0,0,44,1,7,0,1,1,1980,1,41945,35,1.031,50,0,484
CLI9942,0,1,33,1,7,1,1,4,1991,3,29143,11,1.836,30,0,192
CLI9943,1,1,62,1,0,0,0,2,1962,1,124526,12,1.424,50,0,487
CLI9944,0,1,72,1,8,0,0,2,1952,1,64118,43,1.619,50,0,208
CLI9945,1,1,39,1,0,1,2,2,1985,3,29305,34,0.778,30,1,118
CLI9946,0,1,41,0,4,1,2,5,1983,3,110985,36,1.146,30,0,302
CLI9947,1,0,40,1,7,1,1,1,1984,3,93300,25,0.732,50,0,271
CLI9948,0,1,29,1,1,2,0,4,1995,3,18863,19,14.775,30,0,140
CLI9949,1,0,28,0,2,2,1,4,1996,3,21408,14,2.444,30,1,137
CLI9950,1,0,33,0,3,1,1,4,1991,3,25784,37,2.02,30,0,201
CLI9951,1,1,41,1,7,1,2,2,1983,3,99718,39,1.491,50,0,342
CLI9952,1,0,33,0,0,1,1,3,1991,3,22706,45,0.985,30,0,535
CLI9953,1,1,51,1,7,0,2,4,1973,1,85324,36,1.033,80,1,161
CLI9954,0,0,42,1,4,0,1,1,1982,3,73455,46,1.123,50,0,53
CLI9955,0,0,44,1,0,0,1,1,1980,1,100801,43,0.801,50,0,561
CLI9956,0,0,34,1,0,1,1,1,1990,3,23858,10,1.33,30,0,530
CLI9957,1,1,50,1,2,0,0,5,1974,1,50288,23,1.228,30,1,331
CLI9958,1,1,61,0,4,0,1,5,1963,1,85028,35,1.502,30,0,215
CLI9959,0,1,56,1,4,0,1,1,1968,1,109756,2,0.818,50,1,129
CLI9960,0,0,32,1,1,1,1,7,1992,3,32000,15,2.066,30,0,200
CLI9961,0,1,81,1,0,0,0,2,1943,0,62842,28,0.837,50,0,301
CLI9962,1,1,76,0,7,0,2,3,1948,1,58556,29,0.642,30,0,107
CLI9963,0,0,31,0,5,2,1,5,1993,3,31903,17,1.192,30,0,116
CLI9964,1,1,45,1,2,0,2,1,1979,1,105621,19,1.514,50,1,222
CLI9965,1,1,32,0,3,1,1,3,1992,3,28907,44,1.169,30,0,315
CLI9966,1,1,43,1,0,0,1,1,1981,3,30951,33,1.537,30,0,397
CLI9967,0,1,81,0,7,0,0,3,1943,0,66463,2,1.619,30,0,571
CLI9968,0,0,65,1,0,0,1,1,1959,1,96561,15,1.326,50,0,551
CLI9969,1,0,30,0,3,2,1,3,1994,3,29077,25,1.583,30,0,202
CLI9970,1,0,36,0,0,1,1,1,1988,3,18883,19,0.893,30,0,154
CLI9971,1,0,34,0,7,1,1,2,1990,3,23631,8,1.215,30,0,69
CLI9972,1,1,51,0,0,0,2,3,1973,1,89593,17,1.424,30,0,395
CLI9973,0,1,69,1,0,0,1,2,1955,1,24035,18,1.287,30,0,128
CLI9974,1,0,24,0,3,2,1,4,2000,2,12057,1,2.34,30,1,210
CLI9975,0,0,58,1,4,0,1,5,1966,1,72992,26,1.58,30,0,75
CLI9976,1,1,65,0,7,0,1,1,1959,1,81669,35,1.17,120,0,579
CLI9977,1,1,92,1,8,0,1,2,1932,0,101212,7,0.935,50,0,141
CLI9978,1,1,69,1,0,0,2,4,1955,1,74266,22,1.678,80,0,344
CLI9979,1,1,39,1,0,1,1,1,1985,3,30133,11,0.939,30,1,272
CLI9980,1,0,23,0,3,2,1,4,2001,2,19756,24,2.513,30,0,58
CLI9981,1,1,74,0,8,0,0,2,1950,1,77328,6,1.111,120,0,578
CLI9982,0,1,45,1,0,0,2,3,1979,1,125541,20,1.192,200,0,145
CLI9983,0,0,30,1,0,2,1,8,1994,3,25387,4,1.33,30,0,290
CLI9984,0,1,58,1,0,0,2,2,1966,1,108739,16,11.305,50,0,249
CLI9985,0,0,36,1,3,1,1,8,1988,3,18239,31,0.824,30,0,331
CLI9986,0,0,35,0,5,1,1,4,1989,3,31676,49,1.192,30,0,52
CLI9987,1,1,65,0,8,0,0,2,1959,1,65945,43,0.661,30,0,507
CLI9988,0,1,55,1,0,0,0,5,1969,1,57526,22,1.17,30,0,540
CLI9989,0,1,55,1,0,0,2,4,1969,1,125700,23,1.072,80,1,270
CLI9990,0,1,45,1,3,0,2,2,1979,1,126843,40,1.514,50,0,458
CLI9991,0,1,78,1,8,0,1,1,1946,1,124705,14,0.798,120,1,104
CLI9992,0,0,36,1,3,1,1,6,1988,3,22921,48,1.744,30,0,513
CLI9993,0,1,51,1,0,0,2,2,1973,1,23349,45,1.072,30,0,559
CLI9994,0,0,86,1,8,0,1,3,1938,0,104394,15,1.228,80,1,282
CLI9995,0,1,76,0,8,0,0,2,1948,1,33389,42,1.424,30,1,106
CLI9996,0,0,44,1,3,0,1,1,1980,1,76067,12,1.514,50,0,257
CLI9997,1,1,47,1,2,0,0,3,1977,1,61300,26,1.385,80,1,347
CLI9998,1,1,40,1,0,1,0,3,1984,3,106015,13,1.974,30,0,582
CLI9999,1,1,39,1,7,1,2,2,1985,3,27169,16,1.951,30,0,460
CLI10000,1,0,33,0,3,1,1,4,1991,3,24616,25,1.606,30,0,544
CLI10001,1,1,52,0,7,0,2,2,1972,1,29834,21,1.346,30,1,170
CLI10002,1,1,76,0,0,0,1,1,1948,1,88523,11,1.58,120,0,358
CLI10003,1,1,45,1,7,0,1,5,1979,1,112808,49,0.939,30,0,442
CLI10004,1,1,36,0,2,1,1,6,1988,3,18885,17,0.824,30,0,124
CLI10005,1,0,30,1,3,2,1,5,1994,3,21358,45,1.675,30,0,70
CLI10006,1,1,42,1,4,0,1,2,1982,3,46283,32,1.008,50,0,403
CLI10007,1,1,39,1,0,1,2,4,1985,3,27934,9,1.077,30,0,596
CLI10008,1,1,30,1,0,2,1,2,1994,3,29611,34,1.123,30,0,439
CLI10009,0,1,56,1,1,0,1,1,1968,1,23165,2,0.661,30,0,269
CLI10010,0,1,57,1,4,0,1,1,1967,1,65881,20,0.857,50,0,100
CLI10011,1,0,58,1,5,0,1,1,1966,1,98016,26,0.583,50,1,111
CLI10012,1,1,47,1,0,0,2,2,1977,1,118920,36,0.622,50,1,299
CLI10013,1,1,46,1,5,0,1,2,1978,1,110986,0,1.033,50,1,353
CLI10014,1,0,40,1,5,1,1,1,1984,3,118745,18,0.985,50,0,594
CLI10015,1,0,40,1,0,1,1,2,1984,3,28101,25,1.537,30,0,213
CLI10016,0,0,44,1,3,0,1,1,1980,1,41542,11,0.847,50,0,481
CLI10017,1,1,52,1,7,0,2,3,1972,1,86337,35,1.717,80,0,315
CLI10018,1,0,33,0,5,1,1,2,1991,3,23343,34,1.307,30,0,363
CLI10019,0,1,58,1,0,0,1,1,1966,1,120481,26,1.737,50,0,336
CLI10020,1,1,50,1,0,0,2,2,1974,1,63085,4,0.994,50,0,58
CLI10021,1,0,36,1,3,1,1,5,1988,3,18101,21,0.686,30,0,51
CLI10022,0,0,44,1,0,0,1,2,1980,1,44724,42,0.732,50,0,447
CLI10023,0,1,40,1,6,1,1,1,1984,3,56314,14,1.56,50,0,463
CLI10024,1,0,35,0,4,1,1,4,1989,3,25008,5,1.974,30,0,316
CLI10025,0,1,56,1,0,0,1,2,1968,1,22001,38,1.756,30,0,580
CLI10026,0,0,54,1,0,0,1,1,1970,1,21769,2,0.642,30,0,493
CLI10027,1,1,89,0,8,0,1,1,1935,0,118924,49,1.267,120,1,378
CLI10028,1,1,79,1,0,0,2,4,1945,0,90739,16,0.74,80,0,129
CLI10029,0,0,77,1,0,0,1,2,1947,1,123905,35,0.798,50,0,114
CLI10030,1,0,23,0,3,2,1,3,2001,2,15394,39,2.202,30,1,304
CLI10031,1,0,23,0,3,2,1,5,2001,2,22448,0,1.719,30,1,382
CLI10032,0,1,45,0,7,0,2,4,1979,1,86899,45,1.123,30,0,542
CLI10033,0,0,54,0,4,0,1,1,1970,1,112072,7,0.955,120,0,389
CLI10034,0,0,56,0,7,0,1,1,1968,1,102706,0,0.955,120,0,316
CLI10035,1,1,31,0,3,2,2,5,1993,3,30641,45,1.606,30,0,394
CLI10036,1,0,41,1,3,1,1,2,1983,3,74453,27,1.054,50,0,449
CLI10037,0,1,69,1,0,0,2,3,1955,1,47643,21,0.818,30,1,248
CLI10038,1,0,21,0,3,2,1,4,2003,2,21922,12,1.892,30,1,359
CLI10039,0,0,35,0,3,1,1,3,1989,3,29858,6,1.836,30,1,389
CLI10040,0,1,56,0,0,0,1,1,1968,1,116712,31,1.482,120,1,120
CLI10041,1,1,29,0,7,2,1,2,1995,3,18405,25,2.651,30,0,53
CLI10042,1,1,67,0,0,0,1,1,1957,1,81561,29,0.818,120,0,468
CLI10043,0,1,56,1,0,0,2,4,1968,1,35364,37,0.759,30,0,95
CLI10044,0,1,50,1,0,0,2,3,1974,1,96083,15,0.896,80,0,347
CLI10045,1,1,32,1,7,1,0,2,1992,3,18234,32,1.997,30,0,519
CLI10046,1,1,52,0,8,0,1,5,1972,1,48556,16,0.622,30,0,353
CLI10047,1,0,28,1,5,2,1,2,1996,3,28126,20,2.099,30,1,378
CLI10048,1,0,44,0,6,0,1,5,1980,1,81077,7,2.066,30,0,585
CLI10049,1,0,50,1,8,0,1,1,1974,1,51599,42,1.619,50,1,321
CLI10050,1,1,35,1,7,1,2,2,1989,3,21382,3,1.767,30,0,588
CLI10051,1,1,42,1,0,0,1,3,1982,3,90912,43,2.066,30,0,46
CLI10052,0,0,42,1,0,0,1,2,1982,3,56181,38,0.732,50,0,526
CLI10053,0,1,53,1,4,0,1,3,1971,1,70540,49,1.013,80,0,55
CLI10054,0,0,78,1,5,0,1,1,1946,1,113998,40,0.74,50,0,414
CLI10055,0,1,51,1,0,0,1,3,1973,1,50710,14,0.857,30,0,264
CLI10056,0,1,51,1,0,0,1,2,1973,1,86652,7,0.935,50,1,361
CLI10057,0,1,54,1,0,0,1,2,1970,1,28962,15,11.305,30,0,214
CLI10058,1,1,47,0,7,0,1,3,1977,1,125707,36,1.697,200,0,484
CLI10059,0,0,42,1,0,0,1,4,1982,3,41471,17,1.836,30,0,597
CLI10060,1,0,28,1,3,2,1,4,1996,3,20959,22,1.754,30,0,466
CLI10061,0,1,51,1,4,0,1,4,1973,1,74075,6,1.209,80,0,426
CLI10062,0,0,31,1,4,2,1,3,1993,3,28041,24,1.445,30,0,158
CLI10063,0,0,45,1,7,0,1,4,1979,1,109478,30,1.238,30,0,161
CLI10064,0,0,35,1,0,1,1,5,1989,3,26148,20,1.79,30,0,130
CLI10065,0,0,23,0,3,2,1,4,2001,2,13024,42,2.03,30,0,485
CLI10066,1,0,24,0,3,2,1,6,2000,2,15038,11,11.325,30,0,43
CLI10067,1,0,30,0,3,2,1,5,1994,3,25282,22,1.307,30,0,288
CLI10068,1,1,44,1,0,0,2,2,1980,1,34194,39,1.698,30,1,171
CLI10069,0,1,75,0,4,0,1,1,1949,1,53833,24,1.111,30,1,398
CLI10070,0,0,28,0,1,2,1,7,1996,3,19814,0,1.374,30,0,492
CLI10071,1,0,31,0,3,2,1,4,1993,3,24129,20,0.939,30,0,379
CLI10072,1,0,31,0,6,2,1,8,1993,3,30178,33,0.847,30,0,76
CLI10073,1,0,30,0,7,2,1,3,1994,3,28894,22,0.732,30,0,105
CLI10074,1,1,74,0,7,0,2,4,1950,1,82103,4,15.215,30,0,330
CLI10075,1,1,51,0,2,0,1,9,1973,1,50742,38,1.267,30,0,254
CLI10076,0,0,36,0,7,1,1,4,1988,3,23367,23,1.399,30,0,495
CLI10077,0,1,44,1,5,0,2,3,1980,1,108678,34,0.663,30,0,246
CLI10078,0,1,53,0,8,0,2,7,1971,1,110010,45,1.052,30,0,198
CLI10079,1,1,46,0,2,0,0,5,1978,1,74824,12,1.561,30,0,213
CLI10080,1,0,62,1,8,0,1,1,1962,1,65149,33,1.424,50,1,117
CLI10081,0,0,56,1,4,0,1,1,1968,1,80564,37,1.033,50,0,506
CLI10082,0,0,30,1,3,2,1,1,1994,3,24531,0,1.629,30,0,262
CLI10083,0,0,28,1,5,2,1,3,1996,3,22954,25,1.754,30,1,370
CLI10084,0,1,56,0,0,0,0,2,1968,1,82472,1,0.818,120,0,381
CLI10085,0,1,29,1,3,2,2,2,1995,3,18414,27,3.03,30,1,247
CLI10086,0,0,39,1,5,1,1,1,1985,3,23732,2,0.847,30,0,250
CLI10087,0,1,28,1,5,2,1,3,1996,3,26030,15,1.995,30,1,325
CLI10088,1,0,33,0,3,1,1,3,1991,3,18298,42,0.847,30,0,519
CLI10089,0,0,45,1,3,0,1,1,1979,1,91130,20,0.663,50,0,288
CLI10090,1,1,46,1,0,0,1,3,1978,1,39822,44,1.15,30,0,197
CLI10091,0,1,44,1,0,0,0,5,1980,1,65803,2,1.307,30,0,577
CLI10092,1,0,40,1,7,1,1,1,1984,3,82317,16,1.744,50,1,270
CLI10093,0,0,43,1,0,0,1,1,1981,3,36678,41,1.928,50,1,294
CLI10094,1,1,44,1,2,0,0,3,1980,1,121189,22,1.146,200,0,400
CLI10095,0,1,44,1,4,0,2,2,1980,1,59561,45,1.238,50,0,245
CLI10096,1,0,31,1,0,2,1,6,1993,3,28964,3,0.686,30,1,379
CLI10097,0,0,34,1,6,1,1,1,1990,3,20958,16,1.008,30,1,376
CLI10098,1,0,45,1,0,0,1,1,1979,1,91295,38,1.652,50,0,396
CLI10099,0,0,31,1,4,2,1,5,1993,3,21062,46,1.698,30,0,358
CLI10100,1,0,33,1,3,1,1,1,1991,3,22697,48,2.043,30,0,448
CLI10101,0,0,33,1,3,1,1,1,1991,3,22806,11,1.008,30,0,134
CLI10102,0,0,42,1,0,0,1,2,1982,3,42794,45,0.893,50,0,474
CLI10103,1,1,47,1,0,0,1,1,1977,1,115634,0,0.818,50,0,395
CLI10104,1,0,32,1,7,1,1,1,1992,3,19515,20,1.192,30,0,543
CLI10105,0,0,33,1,3,1,1,3,1991,3,24037,32,1.859,30,0,129
CLI10106,1,1,30,1,3,2,1,2,1994,3,30553,14,1.813,30,1,108
CLI10107,0,1,53,1,0,0,2,2,1971,1,112595,25,1.287,50,0,353
CLI10108,0,0,56,1,0,0,1,1,1968,1,42569,25,0.759,50,0,498
CLI10109,0,0,53,1,6,0,1,1,1971,1,129312,21,0.974,50,0,188
CLI10110,0,0,31,1,6,2,1,1,1993,3,21533,20,1.974,30,0,504
CLI10111,0,0,44,1,0,0,1,1,1980,1,86268,0,1.146,50,0,351
CLI10112,1,1,56,1,0,0,1,2,1968,1,91677,43,0.896,50,1,222
CLI10113,0,1,40,0,6,1,1,2,1984,3,49599,13,1.468,30,0,416
CLI10114,0,0,56,1,6,0,1,1,1968,1,67106,43,0.759,50,0,56
CLI10115,1,1,50,1,2,0,0,4,1974,1,67996,35,0.7,80,1,137
CLI10116,1,0,44,1,0,0,1,1,1980,1,109040,13,1.261,50,1,218
CLI10117,1,0,44,1,0,0,1,1,1980,1,125899,23,1.629,50,1,199
CLI10118,1,1,45,1,0,0,1,2,1979,1,108619,35,1.606,50,0,492
CLI10119,1,1,47,1,7,0,2,4,1977,1,98845,38,1.306,80,1,306
CLI10120,1,1,23,0,3,2,1,3,2001,2,13426,41,1.443,30,1,380
CLI10121,1,0,25,0,3,2,1,4,1999,2,31975,41,1.926,30,0,431
CLI10122,0,0,34,0,5,1,1,3,1990,3,21526,11,0.893,30,0,527
CLI10123,0,1,46,1,7,0,1,2,1978,1,126327,19,1.404,50,0,539
CLI10124,1,1,67,0,0,0,1,1,1957,1,108904,49,1.248,120,0,170
CLI10125,0,1,50,1,1,0,1,1,1974,1,44584,45,1.639,50,0,311
CLI10126,0,1,69,1,0,0,1,1,1955,1,39911,31,1.6,50,1,301
CLI10127,1,1,95,0,8,0,1,1,1929,0,42398,27,0.642,30,1,230
CLI10128,0,1,74,0,4,0,0,3,1950,1,87994,47,1.013,30,1,398
CLI10129,1,1,78,0,2,0,0,3,1946,1,56726,27,0.955,30,0,122
CLI10130,0,1,47,0,7,0,1,2,1977,1,67201,34,1.404,30,1,358
CLI10131,1,1,31,0,7,2,1,2,1993,3,27786,32,1.422,30,0,532
CLI10132,1,1,52,0,7,0,1,2,1972,1,53670,35,1.404,30,0,464
CLI10133,0,1,58,1,0,0,2,4,1966,1,114237,22,1.17,80,1,139
CLI10134,0,1,40,0,7,1,2,2,1984,3,22365,36,1.468,30,0,143
CLI10135,1,1,39,0,7,1,1,1,1985,3,30486,38,1.054,30,1,399
CLI10136,0,1,53,1,0,0,0,4,1971,1,22129,19,1.697,30,0,264
CLI10137,0,1,66,1,0,0,1,3,1958,1,105751,17,0.955,80,0,207
CLI10138,0,1,50,0,2,0,1,1,1974,1,60408,6,1.443,30,1,172
CLI10139,0,1,46,0,4,0,1,2,1978,1,53037,42,0.994,30,0,186
CLI10140,0,1,98,1,8,0,1,1,1926,0,113338,20,0.955,50,0,72
CLI10141,0,0,25,0,6,2,1,2,1999,2,29804,43,2.823,30,1,121
CLI10142,1,1,51,1,1,0,1,1,1973,1,120379,10,1.737,50,0,577
CLI10143,1,0,24,0,8,2,1,4,2000,2,16208,5,1.719,30,0,144
CLI10144,0,0,33,0,3,1,1,7,1991,3,20208,48,1.79,30,1,378
CLI10145,1,1,64,1,7,0,1,1,1960,1,95401,36,1.717,50,0,366
CLI10146,1,1,80,1,0,0,2,4,1944,0,126109,17,0.7,80,1,393
CLI10147,0,1,78,1,8,0,1,1,1946,1,59401,16,1.013,50,0,504
CLI10148,0,1,39,0,4,1,1,5,1985,3,21647,19,2.043,30,0,468
CLI10149,1,1,57,1,7,0,2,4,1967,1,63920,47,1.697,80,0,465
CLI10150,1,1,92,1,8,0,1,2,1932,0,99774,13,1.013,50,0,570
CLI10151,1,1,52,1,7,0,2,5,1972,1,90733,34,0.955,30,1,365
CLI10152,1,1,43,0,2,0,1,2,1981,3,48755,26,1.399,30,0,233
CLI10153,0,1,44,0,4,0,1,3,1980,1,126981,0,0.732,200,0,378
CLI10154,0,0,51,1,0,0,1,1,1973,1,86166,48,1.17,50,0,368
CLI10155,1,0,44,1,0,0,1,2,1980,1,44559,17,1.1,50,0,106
CLI10156,0,0,30,0,0,2,1,6,1994,3,28770,49,0.801,30,1,117
CLI10157,0,0,25,0,3,2,1,4,1999,2,28516,15,2.202,30,0,125
CLI10158,0,0,23,1,0,2,1,2,2001,2,14041,25,2.789,30,1,188
CLI10159,1,1,77,0,8,0,0,2,1947,1,52019,9,0.896,30,0,314
CLI10160,1,1,31,1,7,2,1,2,1993,3,23410,24,1.675,30,0,182
CLI10161,0,1,64,1,1,0,1,4,1960,1,78658,49,1.385,80,0,549
CLI10162,0,1,30,1,7,2,2,2,1994,3,19097,3,1.468,30,0,466
CLI10163,0,1,54,0,4,0,2,5,1970,1,26098,6,1.209,30,0,136
CLI10164,0,1,41,0,4,1,2,3,1983,3,31365,36,1.698,30,0,65
CLI10165,1,1,43,0,7,0,2,4,1981,3,89250,44,1.606,30,1,366
CLI10166,0,0,31,0,5,2,1,4,1993,3,28281,17,2.02,30,0,177
CLI10167,1,1,80,0,7,0,2,2,1944,0,53497,30,1.15,30,0,176
CLI10168,0,1,56,1,0,0,2,5,1968,1,43550,35,1.502,30,0,87
CLI10169,0,1,53,1,5,0,2,3,1971,1,66112,33,0.564,80,0,543
CLI10170,1,1,79,1,1,0,1,1,1945,0,34814,22,1.111,30,1,119
CLI10171,1,1,52,0,0,0,2,1,1972,1,88831,42,1.013,120,0,480
CLI10172,0,1,74,1,5,0,1,1,1950,1,32236,10,1.678,30,0,251
CLI10173,1,1,85,1,8,0,0,2,1939,0,41602,0,1.502,50,0,284
CLI10174,1,1,51,1,0,0,2,3,1973,1,81028,16,0.857,80,0,490
CLI10175,0,1,57,1,0,0,2,4,1967,1,60728,39,0.74,80,0,178
CLI10176,1,1,74,0,8,0,1,1,1950,1,56887,7,1.502,30,0,545
CLI10177,1,1,68,1,5,0,2,4,1956,1,33016,48,1.091,30,0,149
CLI10178,1,1,50,1,5,0,2,3,1974,1,75329,12,1.385,80,1,187
CLI10179,1,1,44,1,5,0,2,5,1980,1,54941,12,0.732,30,0,112
CLI10180,0,1,66,1,0,0,2,2,1958,1,42980,1,1.385,50,0,361
CLI10181,0,1,41,1,5,1,2,4,1983,3,89677,33,1.146,30,1,253
CLI10182,1,1,76,0,2,0,0,1,1948,1,38381,12,0.564,30,0,287
